"pid","value","year","land","living","beds","address","buildings","good","style","model","grade","baths","halfbaths","heatfuel","heattype","ac","nghd","stories","saleprice","saledate","roof","bath_style","kitchen_style","long","lat","miles_to_coastline","miles_to_highway","miles_to_school","miles_to_hospital"
"10132",376600,1925,0.23,1544,3,"6 NINTH AVE Branford, CT",1,72,"Old Style","Residential","C",1,0,"Gas","Hot Water","None","0150",1.5,0,"12/28/1988","Architectural Shing","Average","Average",-72.7899661931277,41.2617256238283,0.029597827425909,0.0230634833237591,1.62095629762619,0.372670233482758
"10133",365400,1928,0.13,2741,3,"2 TYLER AVE Branford, CT",1,78,"Old Style","Residential","B -",2,1,"Gas","Hot Water","None","0120",2,65000,"09/15/1982","Asphalt","Average","Average",-72.7907070275953,41.2611324024336,0.0396723298528808,0.0313509818343014,1.62460122069177,0.319451837728805
"10134",1054900,1900,0.51,2238,4,"16 EAST HAYCOCK PT RD Branford, CT",1,78,"Custom","Residential","B +",3,0,"Gas","Hot Water","None","0150",2,0,"05/26/2017","Architectural Shing","Average","Average",-72.7913968826685,41.2609713638535,0.0615447548417746,0.0293798869893039,1.60884742980418,0.294587399264462
"10137",305300,1956,0.16,1883,3,"2 EAST HAYCOCK PT RD Branford, CT",1,73,"Colonial","Residential","C +",1,1,"Gas","Hot Water","None","0120",2,0,"12/04/2014","Asphalt","Average","Average",-72.7915136235297,41.2611908531837,0.0753887427885754,0.0130804513046683,1.59347040044178,0.305947155222256
"10140",307800,1926,0.16,1433,3,"9 EAST HAYCOCK PT RD Branford, CT",1,72,"Bungalow","Residential","C +",2,0,"Gas","Hot Water","None","0120",1.25,16500,"09/30/1966","Asphalt","Average","Average",-72.7914669698408,41.2610623590229,0.0681958338174699,0.0222881053170374,1.60172304045805,0.298834590096026
"10141",520500,1925,0.18,3034,4,"17 EAST HAYCOCK PT RD Branford, CT",1,78,"Old Style","Residential","A",3,1,"Gas","Forced Air-Duc","None","0150",3,4e+05,"06/07/1988","Asphalt","Average","Above Average",-72.7913899551229,41.2609418331241,0.0600511684704079,0.0314375838202471,1.61061587515789,0.292871902159662
"10142",458000,1894,0.12,1691,5,"21 EAST HAYCOCK PT RD Branford, CT",1,72,"Old Style","Residential","B -",2,0,"Gas","Hot Air-no Duc","None","0150",2,0,"09/26/2001","Architectural Shing","Average","Average",-72.7913436537778,41.2608849210541,0.0557876574995208,0.0358984823709976,1.61515770028411,0.290268102878328
"10143",685300,2018,0.13,2552,4,"25 EAST HAYCOCK PT RD Branford, CT",1,100,"Colonial","Residential","B",2,1,"Gas","Forced Air-Duc","Central","0150",2,272000,"05/01/1995","Asphalt","Average","Average",-72.7912973524327,41.2608280089841,0.0515241518207452,0.040314202717445,1.61969990361897,0.287664306498306
"10144",924500,1930,0.27,4245,4,"29-33 EAST HAYCOCK PT RD Branford, CT",1,78,"Custom","Residential","B +",2,1,"Electric","Electr Basebrd","None","0150",2.25,895000,"08/21/2013","Asphalt","Average","Average",-72.7915428081034,41.2612190914323,0.0777652560078544,0.0107650547424051,1.59100406325982,0.307106709846025
"10146",630300,1908,0.14,2324,5,"37 EAST HAYCOCK PT RD Branford, CT",1,79,"Old Style","Residential","B +",3,0,"Gas","Steam","None","0150",2,0,"12/13/1991","Architectural Shing","Average","Above Average",-72.7911584483975,41.2606572727741,0.0387336482649876,0.0537558527381228,1.63332875141518,0.279852934709325
"10147",633800,1900,0.12,2803,3,"41 EAST HAYCOCK PT RD Branford, CT",1,85,"Old Style","Residential","B",3,0,"Gas","Forced Air-Duc","None","0150",2,455000,"04/03/1995","Asphalt","Average","Average",-72.7911121470524,41.2606003607041,0.0344700913485921,0.0582763165658925,1.63787243629588,0.277249149894778
"10148",567700,1900,0.12,2670,5,"38 WEST HAYCOCK PT Branford, CT",1,72,"Old Style","Residential","B",2,0,"Gas","Forced Air-Duc","Central","0150",2,737500,"10/28/2019","Architectural Shing","Modern","Above Average",-72.791863983791,41.2604162381777,0.0305876974495403,0.0574818603872107,1.62211892127534,0.249607185455076
"10149",475300,1930,0.12,2162,3,"34 WEST HAYCOCK PT Branford, CT",1,72,"Old Style","Residential","C +",1,1,"Gas","Hot Water","Central","0150",1.75,0,"07/18/2006","Asphalt","Average","Average",-72.7918911396576,41.2604865816875,0.0337777654207451,0.0524265830350141,1.6174860032898,0.253466499228945
"10150",490400,1923,0.12,1892,4,"30 WEST HAYCOCK PT Branford, CT",1,85,"Old Style","Residential","B -",2,1,"Gas","Hot Water","Central","0150",1.75,0,"06/30/2021","Asphalt","Average","Average",-72.7919181026327,41.2605568893691,0.0369715620643465,0.0473770690805275,1.61286397506687,0.257327665571337
"10151",552800,1948,0.24,2360,4,"26 WEST HAYCOCK PT Branford, CT",1,78,"Cape Cod","Residential","B -",2,1,"Gas","Hot Water","None","0150",1.25,0,"08/16/2019","Asphalt","Average","Average",-72.7919439938643,41.2606275018188,0.0402144150147725,0.0423240540478797,1.6082643210438,0.261230905804681
"10152",432500,1912,0.1,1481,4,"22 WEST HAYCOCK PT Branford, CT",1,78,"Old Style","Residential","C +",1,1,"Gas","Steam","None","0120",2.25,0,"05/19/2020","Asphalt","Average","Average",-72.7919698850958,41.2606981142685,0.0432232915047213,0.0372689372667536,1.60366741600131,0.265134147585879
"10153",333100,1917,0.09,1216,3,"18 WEST HAYCOCK PT Branford, CT",1,72,"Old Style","Residential","C +",2,0,"Gas","Hot Water","Heat Pump","0120",2.25,0,"02/11/2014","Asphalt","Average","Average",-72.7919957763274,41.2607687267182,0.0460120705994422,0.0322140884543861,1.59907328364309,0.269037390934638
"10154",262300,1910,0.09,1821,4,"14 WEST HAYCOCK PT Branford, CT",1,72,"Old Style","Residential","C +",3,0,"Gas","Forced Air-Duc","None","0120",1.75,92500,"04/18/1983","Architectural Shing","Average","Average",-72.7920221679024,41.2608392752398,0.0487543705762655,0.0271562689938843,1.59446847724716,0.272925937933792
"10155",193200,1933,0.07,1117,3,"10 WEST HAYCOCK PT Branford, CT",1,60,"Bungalow","Residential","C",1,0,"Gas","Forced Air-Duc","Central","0120",1,0,"10/22/2020","Asphalt","Average","Average",-72.7920487384477,41.2609097449471,0.0516114293324984,0.0221013065606201,1.58986454553211,0.276805699301508
"10157",187200,1935,0.07,770,2,"6 WEST HAYCOCK PT Branford, CT",1,60,"Bungalow","Residential","C",1,0,"Gas","Forced Air-Duc","None","0120",1,0,"09/18/2018","Asphalt","Average","Average",-72.7920753089931,41.2609802146543,0.0547870234567121,0.0170469840270154,1.58526337035334,0.280685462268189
"10159",116300,1925,0.12,776,3,"98B LIMEWOOD AVE Branford, CT",1,60,"Cottage","Residential","C +",0,1,"None/Coal/Wd","None","None","0100",1,0,"11/23/2016","Asphalt","Average","Average",-72.793703980424,41.260840707474,0.0314990772692611,0.000363719639195009,1.53924608913276,0.237170179693144
"1016",215400,1968,0.51,1776,3,"10 ROBY CT Branford, CT",1,82,"Raised Ranch","Residential","C +",3,0,"Gas","Forced Air-Duc","Central","0075",1,305000,"08/23/2019","Asphalt","Modern","Above Average",-72.8395807333469,41.2684970873597,0.626239312948307,0.00777868121603544,1.51006779809929,0.256872998393471
"10160",198600,1921,0.12,1300,2,"104 LIMEWOOD AVE Branford, CT",1,78,"Colonial","Residential","C",1,1,"Gas","Forced Air-Duc","Central","0100",2,0,"06/09/1986","Asphalt","Average","Average",-72.7934411012879,41.260891750192,0.0348285590848907,0.000265879835164478,1.54490128752354,0.245993505776689
"10161",101600,1925,0.04,730,2,"108A LIMEWOOD AVE Branford, CT",1,78,"Bungalow","Residential","C -",1,0,"Gas","Forced Air-Duc","None","0100",1.5,0,"06/11/1982","Asphalt","Average","Average",-72.7931608192438,41.2609618847858,0.0403493533578643,0.00120954176867553,1.55020465589418,0.256392340315963
"10162",99400,1925,0.04,516,2,"108B LIMEWOOD AVE Branford, CT",1,78,"Cottage","Residential","B +",1,0,"None/Coal/Wd","None","None","0100",1.25,69500,"07/30/2018","Asphalt",NA,"Below Average",-72.7931608192438,41.2609618847858,0.0403493533578643,0.00120954176867553,1.55020465589418,0.256392340315963
"10163",148800,1910,0.07,1212,1,"118C LIMEWOOD AVE Branford, CT",1,78,"Colonial","Residential","C",2,0,"Gas","Forced Air-Duc","None","0100",2,0,"06/24/2005","Asphalt","Average","Average",-72.7928283271197,41.2610505088526,0.0470860168385376,0.00101023800153913,1.55638018861245,0.269070555080478
"10164",298100,1992,0.46,2138,4,"7 WHITEWOOD DR Branford, CT",1,88,"Colonial","Residential","B -",2,1,"Oil","Forced Air-Duc","Central","0090",2,0,"02/27/1992","Asphalt","Average","Average",-72.7515136596585,41.2838708649482,0.720602386004856,0.114397059528487,2.40560049776094,2.08297136267066
"10165",529800,1978,1.18,4781,3,"24 MEADOW WOOD RD Branford, CT",1,76,"Custom","Residential","B",3,0,"Electric","Forced Air-Duc","Heat Pump","0080",1.5,0,"03/16/2017","Asphalt","Average","Above Average",-72.7816863589376,41.2805704090057,0.927851114045316,0.0257915218411277,0.955681774892628,1.73807339937206
"10167",181200,2003,0.05,1280,2,"120 LIMEWOOD AVE Branford, CT",1,92,"Colonial","Residential","C +",2,0,"Gas","Forced Air-Duc","Central","0100",2,0,"07/16/2013","Asphalt","Average","Average",-72.7928013166893,41.2610576168606,0.047638894392724,0.000988101372761396,1.55689517073571,0.270094716239338
"10168",106600,1910,0.07,778,2,"122 LIMEWOOD AVE Branford, CT",1,62,"Old Style","Residential","C -",1,0,"Gas","Hot Air-no Duc","None","0100",1.75,0,"12/15/2003","Architectural Shing","Average","Average",-72.7927559540774,41.2610689692625,0.0486158268455493,0.000912921869180403,1.55779400593267,0.271777825021728
"10169",158900,1920,0.04,968,4,"124 LIMEWOOD AVE Branford, CT",1,85,"Old Style","Residential","C +",1,1,"Gas","Hot Air-no Duc","Heat Pump","0100",2,150000,"04/07/2017","Asphalt","Average","Below Average",-72.7927106951692,41.2610802839895,0.0496949005442986,0.000793479827075631,1.55869485102802,0.273456347248902
"10170",133600,1925,0.05,1060,3,"116 LIMEWOOD AVE Branford, CT",1,60,"Old Style","Residential","C",1,1,"Gas","Forced Air-Duc","None","0100",2,315000,"06/02/2008","Asphalt","Average","Average",-72.7928913934163,41.2610335865933,0.045887240765622,0.00104075576857514,1.55520005278261,0.266658696104319
"10171",164600,1925,0.03,968,4,"112 LIMEWOOD AVE Branford, CT",1,78,"Old Style","Residential","C +",1,1,"Gas","Forced Air-Duc","Central","0100",2,0,"10/29/2020","Asphalt","Average","Above Average",-72.7930533542133,41.26098974609,0.0425072455242843,0.0010943649749976,1.55222158518776,0.260440672962562
"10172",131300,1925,0.08,930,3,"108 LIMEWOOD AVE Branford, CT",1,72,"Cottage","Residential","B -",1,1,"None/Coal/Wd","None","None","0100",1.75,40000,"05/24/1982","Asphalt","Average","Average",-72.7932467912681,41.2609395957424,0.0386230865941461,0.000869231100875779,1.54860549326981,0.253153677334329
"10173",198600,1915,0.04,930,2,"102 LIMEWOOD AVE Branford, CT",1,85,"Old Style","Residential","C +",1,1,"Gas","Hot Water","None","0100",2,4e+05,"12/01/2020","Asphalt","Modern","Above Average",-72.7935384559306,41.2608681069216,0.0333133644968863,1.47754239179751e-05,1.54305177472974,0.242426805307176
"10174",290100,1910,0.06,1681,2,"100 LIMEWOOD AVE Branford, CT",1,95,"Old Style","Residential","C +",1,1,"Gas","Forced Air-Duc","Central","0100",2.5,325000,"06/21/2018","Asphalt","Average","Average",-72.793637074802,41.2608506721411,0.0321556212627844,0.000136501917823591,1.54083987624151,0.239224874554427
"10176",307400,1959,1.38,2533,4,"16 MEADOW WOOD RD Branford, CT",1,78,"Split-Level","Residential","B",2,1,"Oil","Hot Water","Central","0080",1,555000,"10/23/2007","Asphalt","Average","Above Average",-72.7819360855456,41.2812179073343,0.963791007877132,0.0388134373082862,0.922169290756519,1.77360086835762
"10178",466400,1890,0.53,1640,4,"86A LIMEWOOD AVE Branford, CT",1,72,"Old Style","Residential","C",1,1,"Gas","Forced Air-Duc","None","0100",2,0,"08/29/2014","Asphalt","Average","Average",-72.7945777397624,41.2607174964493,0.0238732852817431,0.000363215995271373,1.51865493323904,0.210773727246127
"10182",355900,1930,0.17,1392,3,"54 LIMEWOOD AVE Branford, CT",1,72,"Colonial","Residential","C",2,0,"Gas","Forced Air-Duc","None","0100",2,0,"10/26/2006","Asphalt","Average","Average",-72.7958346898149,41.2604712211851,0.0181153468770915,0.000396165228640169,1.49501109618124,0.168446291427533
"10184",339000,1950,0.29,1250,4,"50 LIMEWOOD AVE Branford, CT",1,78,"Bungalow","Residential","C",1,0,"Gas","Hot Water","Central","0100",1,580000,"09/21/2020","Asphalt","Modern","Average",-72.7959721600407,41.2604253977765,0.0176957005294791,0.000294156627105666,1.49367488490387,0.162625301198409
"10185",148400,1920,0.09,982,2,"5 CROUCH RD Branford, CT",1,65,"Bungalow","Residential","C",1,1,"Gas","Forced Air-Duc","None","0100",2,0,"06/17/2021","Asphalt","Average","Average",-72.7963024213153,41.2605006271986,0.0286676794703361,0.0118339199651458,1.47989486283371,0.160333167362816
"10186",148800,1930,0.09,688,2,"9 CROUCH RD Branford, CT",1,78,"Bungalow","Residential","C -",1,0,"Gas","Forced Air-Duc","None","0100",1,0,"01/25/2008","Asphalt","Average","Average",-72.796325894038,41.2605503341409,0.0323152143316025,0.0154750939739394,1.47635363835412,0.162969107605162
"10188",151300,1920,0.09,864,2,"21 CROUCH RD Branford, CT",1,72,"Bungalow","Residential","C",1,0,"Gas","Forced Air-Duc","Central","0100",1,0,"08/26/2013","Asphalt","Average","Average",-72.7963958477134,41.2606995516522,0.0432555021440061,0.0263953711079641,1.46574058080656,0.170892934210327
"10189",161300,1920,0.18,886,2,"25 CROUCH RD Branford, CT",1,78,"Old Style","Residential","C -",1,0,"Gas","Hot Air-no Duc","None","0100",1.25,0,"04/15/2021","Asphalt","Average","Average",-72.7964190202206,41.2607493381279,0.0469026480399382,0.0300354665695165,1.46220532915709,0.173540294964749
"10190",172600,1920,0.23,1154,2,"29 CROUCH RD Branford, CT",1,72,"Old Style","Residential","C",1,0,"Gas","Forced Air-Duc","None","0100",1.5,0,"08/03/1984","Asphalt","Average","Average",-72.7964421927277,41.2607991246037,0.0505497851144024,0.0336755915522334,1.45867060071923,0.176187656778107
"10191",328400,1900,0.29,657,1,"33 CROUCH RD Branford, CT",1,72,"Bungalow","Residential","C -",1,0,"Gas","Forced Air-Duc","None","0100",1,0,"10/09/2014","Asphalt","Average","Average",-72.7964653652349,41.2608489110794,0.0541968959266103,0.0373156909612001,1.45513639930123,0.178835019630344
"10192",167700,1920,0.22,565,1,"33 CROUCH RD Branford, CT",1,78,"Bungalow","Residential","C -",1,0,"Gas","Hot Water","None","0100",1,150000,"12/26/2017","Asphalt","Average","Average",-72.7964653652349,41.2608489110794,0.0541968959266103,0.0373156909612001,1.45513639930123,0.178835019630344
"10194",327400,1956,1.03,3334,2,"47 MEADOW WOOD RD Branford, CT",1,78,"Cape Cod","Residential","B",3,1,"Oil","Hot Water","None","0080",1.75,405000,"01/02/2018","Asphalt","Average","Average",-72.7812572340295,41.279513016242,0.870359687186355,0.0248196852501892,1.01354791563752,1.68051002444017
"102",174100,1900,0.26,1344,2,"508 LEETES ISLAND RD Branford, CT",1,78,"Old Style","Residential","C",1,0,"Oil","Hot Water","None","0080",2,0,"06/22/2012","Asphalt","Average","Average",-72.749675669518,41.2747279935527,0.462181911806286,0.00197144029661101,2.64253049068216,1.44338804347859
"10203",273500,1962,2.97,2484,5,"55 MEADOW WOOD RD Branford, CT",1,73,"Colonial","Residential","B -",3,1,"Oil","Forced Air-Duc","None","0080",2,0,"09/24/2018","Asphalt","Average","Average",-72.7811117433159,41.2790102530259,0.846749149166261,0.00327282132050402,1.03939983668085,1.65189234773162
"10218",300800,1961,0.09,2064,3,"5 WEST HAYCOCK PT Branford, CT",1,80,"Cape Cod","Residential","C +",2,1,"Gas","Hot Water","None","0120",2,455000,"07/13/2018","Asphalt","Average","Average",-72.7920898957172,41.2609786928114,0.0542871142356356,0.0169047211954293,1.58485108306317,0.280278538926353
"10219",516900,1918,0.21,2009,3,"15 WEST HAYCOCK PT Branford, CT",1,72,"Old Style","Residential","B",2,0,"Gas","Hot Water","None","0120",1.5,778000,"05/20/2020","Asphalt","Average","Average",-72.7920248532364,41.2608061888406,0.0469662430745787,0.0292742251614668,1.59612133658111,0.270781204027376
"10220",504200,1916,0.14,2633,4,"17 WEST HAYCOCK PT Branford, CT",1,72,"Old Style","Residential","B",3,0,"Gas","Forced Air-Duc","None","0120",2,205000,"01/17/1984","Asphalt","Average","Average",-72.7920119955265,41.2607716975699,0.0456112625325591,0.0317448379425816,1.59837178621679,0.268879125138303
"10222",322700,1964,2.8,3197,5,"71 MEADOW WOOD RD Branford, CT",1,75,"Cape Cod","Residential","B",2,0,"Oil","Hot Water","None","0080",1.75,0,"12/03/2021","Asphalt","Average","Average",-72.7810575661735,41.2779779168441,0.812628552111064,0.0121334964964455,1.08413144802416,1.58791832233012
"10223",802100,1900,0.19,1652,3,"37 WEST HAYCOCK PT Branford, CT",1,86,"Old Style","Residential","B",2,1,"Gas","Forced Air-Duc","Unit/AC","0150",2,1980000,"06/17/2021","Asphalt","Modern","Above Average",-72.7918830835564,41.2604263717582,0.030596644671605,0.0564836406144633,1.62094496608909,0.249839431032628
"10224",908000,2010,0.1,3450,6,"41 WEST HAYCOCK PT Branford, CT",1,93,"Colonial","Residential","B +",3,1,"Gas","Forced Air-Duc","Central","0150",2.5,0,"01/08/2010","Asphalt","Modern","Above Average",-72.791856493437,41.2603574937382,0.0274730148189451,0.0614336084985904,1.6254841942765,0.246060520431115
"10225",763200,1900,0.15,2098,6,"45 WEST HAYCOCK PT Branford, CT",1,62,"Colonial","Residential","B",2,0,"Electric","Electr Basebrd","None","0150",2,0,"04/17/2014","Asphalt",NA,"Average",-72.7918299033176,41.2602886157182,0.0243493424241705,0.0663835235509176,1.6300258199536,0.242281611412011
"10226",185300,1935,0.14,1202,2,"34 CROUCH RD Branford, CT",1,78,"Old Style","Residential","C",2,0,"Electric","Electr Basebrd","Heat Pump","0100",1.75,217000,"06/22/2016","Asphalt","Average","Average",-72.7964829950692,41.2608535878282,0.0548253218976467,0.0379686405783917,1.45436265751439,0.178754366170539
"10227",134200,1930,0.07,952,2,"26 CROUCH RD Branford, CT",1,72,"Bungalow","Residential","C -",1,0,"Gas","Hot Water","None","0100",1.25,0,"09/19/1997","Asphalt","Average","Average",-72.7964356845338,41.2607519404402,0.0473791223746371,0.0305343306591499,1.46157960250102,0.173349333687231
"10228",170500,1920,0.09,1302,3,"22 CROUCH RD Branford, CT",1,72,"Old Style","Residential","C",2,0,"Gas","Hot Water","None","0100",2,0,"07/30/1993","Asphalt","Average","Average",-72.7964120292661,41.2607011167462,0.0436559725296607,0.0268172409821322,1.46518889238858,0.170646819069728
"10229",187500,1920,0.08,1380,3,"14 CROUCH RD Branford, CT",1,78,"Old Style","Residential","C +",2,0,"Gas","Hot Water","Central","0100",2,0,"06/03/2021","Asphalt","Average","Average",-72.7963645795619,41.2605994798574,0.0362078636970854,0.0193814872827119,1.47241243885486,0.165245421540473
